-1.033655554056167603e-02,-2.018245607614517212e-01,-2.522262558341026306e-02,-7.066995650529861450e-02,4.794711247086524963e-02,-5.852745473384857178e-02,4.158372431993484497e-02,2.430831342935562134e-01,-2.147425152361392975e-02,9.358837455511093140e-02
1.433683186769485474e-01,-2.890886925160884857e-02,-4.676298424601554871e-02,-3.785677999258041382e-02,2.187031134963035583e-02,4.855200275778770447e-02,1.020886152982711792e-01,-1.025949344038963318e-01,-7.472087163478136063e-03,-5.890145897865295410e-02
1.908349543809890747e-01,-2.035261690616607666e-02,5.284138489514589310e-03,-1.513042002916336060e-01,-3.869502618908882141e-02,-1.430999636650085449e-01,2.035183012485504150e-01,1.619139462709426880e-01,-1.430243551731109619e-01,-5.701881274580955505e-02
-1.058116778731346130e-01,1.296506971120834351e-01,-4.717131145298480988e-03,-4.994577914476394653e-02,2.411676570773124695e-02,-4.559892043471336365e-02,-4.667978361248970032e-02,1.567684412002563477e-01,-1.028785407543182373e-01,6.272093951702117920e-02
-1.105147451162338257e-01,1.162284240126609802e-01,4.139554873108863831e-02,5.833976343274116516e-02,3.527358546853065491e-02,-1.924832910299301147e-02,8.747684955596923828e-02,-9.047102928161621094e-02,-7.835892587900161743e-02,-6.220006942749023438e-02
4.631196707487106323e-02,-9.871704503893852234e-03,1.850923150777816772e-02,2.075255662202835083e-01,-5.138162896037101746e-02,-8.449612185359001160e-03,-4.848078638315200806e-02,-4.725665226578712463e-02,-5.189191550016403198e-02,-9.396703541278839111e-02
1.317414790391921997e-01,-2.689471468329429626e-02,3.313802555203437805e-02,5.534280836582183838e-02,7.725243456661701202e-03,-9.878080338239669800e-03,3.760722652077674866e-02,-8.792367763817310333e-03,-1.215626895427703857e-01,-1.064958870410919189e-01
1.911074668169021606e-01,2.126328647136688232e-01,4.202375188469886780e-02,-2.511691153049468994e-01,-9.852849692106246948e-02,-5.965971946716308594e-02,1.928315907716751099e-01,-5.112703889608383179e-02,-1.047361567616462708e-01,-6.177705526351928711e-02
1.048126444220542908e-01,3.740861266851425171e-02,-3.774478659033775330e-02,-8.804466575384140015e-02,1.078535020351409912e-01,7.539516314864158630e-03,1.322177797555923462e-01,-1.721892654895782471e-01,-7.812346518039703369e-02,9.937309660017490387e-03
1.089679524302482605e-01,6.054506823420524597e-02,1.130366101861000061e-01,-2.123044058680534363e-02,-6.961342692375183105e-02,7.423666864633560181e-02,-6.273116171360015869e-02,-1.518704891204833984e-01,-8.889475837349891663e-03,-5.307954177260398865e-02
-1.641815602779388428e-01,3.352931141853332520e-01,7.953816093504428864e-03,1.441987603902816772e-01,-2.074407041072845459e-01,1.437644213438034058e-01,-8.263455331325531006e-02,-1.871519833803176880e-01,8.127164840698242188e-02,-7.383591681718826294e-02
-1.180053129792213440e-01,8.355969190597534180e-02,-5.441133305430412292e-02,-1.130364835262298584e-01,4.037160798907279968e-02,-8.846342563629150391e-02,6.715470552444458008e-02,1.023547798395156860e-01,-9.414350241422653198e-02,1.527404338121414185e-01
1.598369330167770386e-01,8.104177191853523254e-03,-1.396392881870269775e-01,-6.971202045679092407e-02,1.883609220385551453e-03,1.526774764060974121e-01,1.153972074389457703e-01,-1.586744636297225952e-01,-1.654729619622230530e-02,-7.709688693284988403e-02
-1.563314050436019897e-01,3.570888936519622803e-02,6.229687482118606567e-02,1.481994539499282837e-01,-1.186586767435073853e-01,9.794259071350097656e-02,-8.760590106248855591e-02,1.054257079958915710e-01,-1.121002621948719025e-02,-7.520087063312530518e-02
-1.091034431010484695e-02,-1.055978834629058838e-01,-8.087559044361114502e-02,-1.096048858016729355e-02,1.300522685050964355e-01,4.490674659609794617e-02,-1.730873286724090576e-01,1.920307427644729614e-01,-4.890494793653488159e-02,4.772733896970748901e-02
-9.251312911510467529e-02,1.541456282138824463e-01,7.424643635749816895e-02,-2.881560288369655609e-02,1.078574657440185547e-01,-1.120993942022323608e-01,-2.538122609257698059e-02,-1.250185072422027588e-01,-6.724475324153900146e-02,8.605337142944335938e-02
-2.860298454761505127e-01,2.093438953161239624e-01,3.132625296711921692e-02,4.125680029392242432e-02,-1.795814633369445801e-01,3.508903319016098976e-04,6.209182739257812500e-02,3.686216473579406738e-02,4.564730823040008545e-02,9.386578202247619629e-02
1.575497686862945557e-01,-3.002496249973773956e-02,3.714443184435367584e-03,5.759253399446606636e-04,-2.799425274133682251e-03,2.199896983802318573e-02,-1.081468239426612854e-01,1.235806494951248169e-01,-4.086428135633468628e-02,-9.934428334236145020e-02
2.417141012847423553e-02,8.722065947949886322e-03,2.168253622949123383e-02,3.954466432332992554e-02,-7.781119644641876221e-02,1.926516555249691010e-02,-8.051394671201705933e-02,1.290616691112518311e-01,-3.902106359601020813e-02,-3.087301552295684814e-02
-8.018997311592102051e-02,-4.539502784609794617e-02,-7.595740258693695068e-02,-1.489057987928390503e-01,1.787532866001129150e-02,8.450409397482872009e-03,1.496911942958831787e-01,1.902198791503906250e-01,-8.985660970211029053e-02,4.522434249520301819e-02
-1.197629272937774658e-01,-1.084208935499191284e-01,4.106681421399116516e-02,1.914200931787490845e-01,5.358807742595672607e-02,1.927053630352020264e-01,-1.776922643184661865e-01,-4.668139293789863586e-02,1.375615224242210388e-02,1.081099454313516617e-02
-2.472624182701110840e-02,-1.857395917177200317e-01,5.031228438019752502e-02,-2.059607580304145813e-02,2.376432716846466064e-01,2.205592021346092224e-02,-1.292763501405715942e-01,9.301516413688659668e-02,-1.018495261669158936e-01,6.941361725330352783e-02
-8.065739274024963379e-02,4.354235902428627014e-02,8.245778083801269531e-02,6.072326377034187317e-02,2.034888416528701782e-02,3.603470697999000549e-02,-3.382353344932198524e-03,-3.314863145351409912e-02,-2.412477880716323853e-02,-8.542712777853012085e-02
2.549207210540771484e-01,1.244151033461093903e-02,8.355776220560073853e-02,-1.702218055725097656e-01,1.510497182607650757e-01,-1.027391552925109863e-01,1.530115604400634766e-01,-1.419731825590133667e-01,-1.583575457334518433e-01,-6.101506948471069336e-02
4.111979901790618896e-02,-5.112646892666816711e-02,7.746528089046478271e-02,-8.216083794832229614e-02,5.445193126797676086e-02,-2.257080189883708954e-02,-2.679334487766027451e-03,-7.630540430545806885e-02,2.448734641075134277e-02,2.091263420879840851e-03
2.611763961613178253e-02,-2.946356311440467834e-02,-1.249880343675613403e-02,-1.929190605878829956e-01,6.159606203436851501e-02,-5.906756035983562469e-03,7.952519506216049194e-02,1.149778962135314941e-01,-6.630605459213256836e-02,-3.424971550703048706e-02
